"","text","label"
"315","Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar","spam"
"316","Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...","ham"
"317","Ok... U enjoy ur shows...","ham"
"318","Do u noe how 2 send files between 2 computers?","ham"
"319","No probs hon! How u doinat the mo?","ham"
"320","Sorry sent blank msg again. Yup but trying 2 do some serious studying now.","ham"
"321","Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...","ham"
"322","Hi dis is yijue i would be happy to work wif Å all for gek1510...","ham"
"323","Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx","ham"
"324","HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX","ham"
"325","Yup, no need. I'll jus wait 4 e rain 2 stop.","ham"
"326","Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app","spam"
"327","December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906","spam"
"328","I'm meeting Darren...","ham"
"329","Anything...","ham"
"330","Ok... C ya...","ham"
"331","Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?","ham"
"332","I not busy juz dun wan 2 go so early.. Hee..","ham"
"333","Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs","spam"
"334","Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU","spam"
"335","U meet other fren dun wan meet me ah... Muz b a guy rite...","ham"
"336","I anything lor...","ham"
"337","Congratulations ur awarded either ù500 of CD gift vouchers & Free entry 2 our ù100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16","spam"
"338","Bugis oso near wat...","ham"
"339","I've reached home finally...","ham"
"340","Leave it wif me lar... ö wan to carry meh so heavy... Is da num 98321561 familiar to Å?","ham"
"341","Im just wondering what your doing right now?","ham"
"342","U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.","ham"
"343","Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx","ham"
"344","8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+","spam"
"345","Dunno he jus say go lido. Same time 930.","ham"
"346","You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!","spam"
"347","In sch but neva mind u eat 1st lor..","ham"
"348","Then dun wear jeans lor...","ham"
"349","Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.","ham"
"350","Dunno lei... I thk mum lazy to go out... I neva ask her yet...","ham"
"351","This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only","spam"
"352","ö give me some time to walk there.","ham"
"353","Okay... I booked all already... Including the one at bugis.","ham"
"354","Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186","spam"
"355","Aiyo cos i sms Å then Å neva reply so i wait 4 Å to reply lar. I tot Å havent finish ur lab wat.","ham"
"356","A ù400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a ù400 reward. Just call 09066380611","spam"
"357","Yun ah.the ubi one say if Å wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.ün","ham"
"358","Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...","ham"
"359","I'm done oredi...","ham"
"360","I?m cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.","ham"
"361","HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx","ham"
"362","If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy","spam"
"363","Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or ù10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+","spam"
"364","We confirm eating at esplanade?","ham"
"365","Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX ù1.50","spam"
"366","Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...","ham"
"367","I'm done...","ham"
"368","Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a ù250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopù1.50/week","spam"
"369","Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free","ham"
"370","You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+","spam"
"371","Ok i msg u b4 i leave my house.","ham"
"372","Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...","ham"
"373","Mmm thats better now i got a roast down me! i?d b better if i had a few drinks down me 2! Good indian?","ham"
"374","Fine if that?s the way u feel. That?s the way its gota b","ham"
"375","You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!","spam"
"376","Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...","ham"
"377","okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm","spam"
"378","Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?","ham"
"379","No need to buy lunch for me.. I eat maggi mee..","ham"
"380","URGENT! We are trying to contact U. Todays draw shows that you have won a ù800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only","spam"
"381","haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons","ham"
"382","My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.","ham"
"383","Nite...","ham"
"384","Ok c Å then.","ham"
"385","SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+","spam"
"386","Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56","spam"
"387","K... Must book a not huh? so going for yoga basic on sunday?","ham"
"388","Yup. Wun believe wat? U really neva c e msg i sent shuhui?","ham"
"389","Eat at old airport road... But now 630 oredi... Got a lot of pple...","ham"
"390","CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X","ham"
"391","ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*","ham"
"392","YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN Aù50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV","ham"
"393","Ok lar... Joking wif u oni...","ham"
"394","SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!","spam"
"395","I reach home safe n sound liao...","ham"
"396","I place all ur points on e cultures module already.","ham"
"397","XMAS iscoming & ur awarded either ù500 CD gift vouchers & free entry 2 r ù100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription","spam"
"398","Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p","spam"
"399","Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL","spam"
"400","Oh ok.. Wat's ur email?","ham"
"401","K. Did you call me just now ah?","ham"
"402","Wat u doing there?","ham"
"403","Last Chance! Claim ur ù150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. ù3.00 Sub. 16","spam"
"404","Ok can...","ham"
"405","Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...","ham"
"406","Yup i thk cine is better cos no need 2 go down 2 plaza mah.","ham"
"407","So Å pay first lar... Then when is da stock comin...","ham"
"408","Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx","ham"
"409","Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!","spam"
"410","WHO ARE YOU SEEING?","ham"
"411","IM LATE TELLMISS IM ON MY WAY","ham"
"412","Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text","spam"
"413","Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?","spam"
"414","Oic... Then better quickly go bathe n settle down...","ham"
"415","4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt","spam"
"416","Haha... Really oh no... How? Then will they deduct your lesson tmr?","ham"
"417","Thanx a lot...","ham"
"418","C movie is juz last minute decision mah. Juz watch 2 lar but i tot Å not interested.","ham"
"419","Moby Pub Quiz.Win a ù100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP ù1.50 008704050406 SP","spam"
"420","Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao...","ham"
"421","Wat r u doing?","ham"
"422","ö eatin later but i'm eatin wif my frens now lei... ö going home first?","ham"
"423","WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!","ham"
"424","Yup. Anything lor, if u dun wan it's ok...","ham"
"425","HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.","ham"
"426","I like dis sweater fr mango but no more my size already so irritating.","ham"
"427","Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx","ham"
"428","You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327","spam"
"429","He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.","ham"
"430","R u here yet? I'm wearing blue shirt n black pants.","ham"
"431","Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+","spam"
"432","But i haf enuff space got like 4 mb...","ham"
"433","ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a ù500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18","spam"
"434","Haha... dont be angry with yourself... Take it as a practice for the real thing. =)","ham"
"435","If u sending her home first it's ok lor. I'm not ready yet.","ham"
"436","I'm in a movie. Call me 4 wat?","ham"
"437","500 free text msgs. Just text ok to 80488 and we'll credit your account","spam"
"438","Eh den sat u book e kb liao huh...","ham"
"439","My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...","ham"
"440","Up to Å... ö wan come then come lor... But i din c any stripes skirt...","ham"
"441","Im sorry bout last nite it wasn?t ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx","ham"
"442","Ok then i'll let him noe later n ask him call u tmr...","ham"
"443","WOT U UP 2 J?","ham"
"444","Ok lor. Msg me b4 u call.","ham"
"445","LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DON?T LIKE ME LIKE THAT SO DON?T WORRY.","ham"
"446","Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066","spam"
"447","Y dun cut too short leh. U dun like ah? She failed. She's quite sad.","ham"
"448","Quite late lar... Ard 12 anyway i wun b drivin...","ham"
"449","How r Å going to send it to me?","ham"
"450","WIN a ù200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 ù1.50perweeksub.","spam"
"451","Nope i waiting in sch 4 daddy...","ham"
"452","Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...","ham"
"453","I borrow ur bag ok.","ham"
"454","Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth ù33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk","spam"
"455","Hey i will be late ah... Meet you at 945+","ham"
"456","I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.","ham"
"457","I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...","ham"
"458","No b4 Thursday","ham"
"459","Can u look 4 me in da lib i got stuff havent finish yet.","ham"
"460","Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...","ham"
"461","I not at home now lei...","ham"
"462","Havent.","ham"
"463","Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THAT?S AL!!!!!!!!!","ham"
"464","U can call now...","ham"
"465","Thank god they are in bed!","ham"
"466","25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.","spam"
"467","Wif my family booking tour package.","ham"
"468","Die... Now i have e toot fringe again...","ham"
"469","Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.","spam"
"470","URGENT! Your mobile No 077xxx WON a ù2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm","spam"
"471","WINNER!! As a valued network customer you have been selected to receivea ù900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.","spam"
"472","Ok lor... But buy wat?","ham"
"473","Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.","ham"
"474","Nope... C Å then...","ham"
"475","all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468","spam"
"476","I'm in school now n i'll be in da lab doing some stuff give me a call when Å r done.","ham"
"477","I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den...","ham"
"478","I'm home.","ham"
"479","Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...","ham"
"480","WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE","ham"
"481","Who u talking about?","ham"
"482","Ok","ham"
"483","Ard 4 lor...","ham"
"484","I dunno they close oredi not... ö v ma fan...","ham"
"485","Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx","ham"
"486","Yup","ham"
"487","Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.","ham"
"488","HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN","ham"
"489","1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+","spam"
"490","A ù400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a ù400 reward. Just call 09066380611","spam"
"491","Aiyar sorry lor forgot 2 tell u...","ham"
"492","Yup","ham"
"493","Guai... ö shd haf seen him when he's naughty... ö so free today? Can go jogging...","ham"
"494","Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?","ham"
"495","Ard 6 like dat lor.","ham"
"496","Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!","spam"
"497","I noe la... U wana pei bf oso rite... K lor, other days den...","ham"
"498","Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...","ham"
"499","I'm in a movie... Collect car oredi...","ham"
"500","hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx","ham"
"501","Mum ask Å to buy food home...","ham"
"502","Yar lor... How u noe? U used dat route too?","ham"
"503","No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch","ham"
"504","Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?","ham"
"505","U WILL SWITCH YOUR FONE ON DAMMIT!!","ham"
"506","INTERFLORA - ?It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.","spam"
"507","You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt","spam"
"508","Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.","ham"
"509","Oh ok..","ham"
"510","Ok...","ham"
"511","My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.","ham"
"512","Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...","ham"
"513","I forgot 2 ask Å all smth.. There's a card on da present lei... How? ö all want 2 write smth or sign on it?","ham"
"514","We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW","spam"
"515","Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...","ham"
"516","I wanted to ask Å to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.","ham"
"517","(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..","spam"
"518","Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!","ham"
"519","Hi elaine, is today's meeting confirmed?","ham"
"520","ö go home liao? Ask dad to pick me up at 6...","ham"
"521","Try neva mate!!","ham"
"522","Sary just need Tim in the bollox &it hurt him a lot so he tol me!","ham"
"523","Urgent Ur ù500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 ù1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF","spam"
"524","URGENT This is our 2nd attempt to contact U. Your ù900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM","spam"
"525","Ok...","ham"
"526","Happy new year to u too!","ham"
"527","Will Å b going to esplanade fr home?","ham"
"528","Please CALL 08712402578 immediately as there is an urgent message waiting for you","spam"
"529","Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...","ham"
"530","Oh ok wait 4 me there... My lect havent finish","ham"
"531","FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone","spam"
"532","Today's Offer! Claim ur ù150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. ù3.00 Sub. 16 . Unsub reply X","spam"
"533","I need... Coz i never go before","ham"
"534","I'm leaving my house now...","ham"
"535","I come n pick Å up... Come out immediately aft ur lesson...","ham"
"536","Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx","ham"
"537","HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com","spam"
"538","2 celebrate my b?day, y else?","ham"
"539","83039 62735=ù450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541","spam"
"540","U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.","ham"
"541","WINNER!! As a valued network customer you have been selected to receivea ù900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.","spam"
"542","Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...","ham"
"543","Jokin only lar... :-) depends on which phone my father can get lor...","ham"
"544","You have won a guaranteed ù200 award or even ù1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP","spam"
"545","Wat's my dear doing? Sleeping ah?","ham"
"546","Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May","ham"
"547","Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?","ham"
"548","Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 ù3","spam"
"549","Anything lor. Juz both of us lor.","ham"
"550","You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth ù350! To Claim, Call London 02072069400. Bx 526, SW73SS","spam"
"551","Yup... I havent been there before... You want to go for the yoga? I can call up to book","ham"
"552","Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.","ham"
"553","R Å comin back for dinner?","ham"
"554","GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI","ham"
"555","I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA","ham"
"556","Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...","ham"
"557","EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.","ham"
"558","Win the newest ?Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!","spam"
"559","My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.","ham"
"560","Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers","spam"
"561","Now? I'm going out 4 dinner soon..","ham"
"562","18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.","spam"
"563","Oh yah... We never cancel leh... Haha","ham"
"564","I'm reaching home in 5 min.","ham"
"565","ö wait 4 me in sch i finish ard 5..","ham"
"566","New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message","spam"
"567","Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...","ham"
"568","This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate","spam"
"569","Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.","ham"
"570","Eat jap done oso aft ur lect wat... ö got lect at 12 rite...","ham"
"571","Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?","ham"
"572","No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info","spam"
"573","Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx","ham"
"574","I notice you like looking in the shit mirror youre turning into a right freak","ham"
"575","Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.","spam"
"576","As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a ù1500 Bonus Prize, call 09066364589","spam"
"577","Yup i'm elaborating on the safety aspects and some other issues..","ham"
"578","HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call","spam"
"579","Hey... Why dont we just go watch x men and have lunch... Haha","ham"
"580","Thank u!","ham"
"581","With my sis lor... We juz watched italian job.","ham"
"582","U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901","spam"
"583","Haha... Sounds crazy, dunno can tahan anot...","ham"
"584","URGENT! Your mobile number *************** WON a ù2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm,spam","spam"
"585","Enjoy urself tmr...","ham"
"586","Huh y lei...","ham"
"587","U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM","ham"
"588","Ok lor then we go tog lor...","ham"
"589","MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*","ham"
"590","U 2.","ham"
"591","This is the 2nd attempt to contract U, you have won this weeks top prize of either ù1000 cash or ù200 prize. Just call 09066361921","spam"
"592","All e best 4 ur driving tmr :-)","ham"
"593","Happy birthday... May u find ur prince charming soon n dun work too hard...","ham"
"594","YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call","spam"
"595","Wat time Å finish?","ham"
"596","Nvm it's ok...","ham"
"597","Ok... The theory test? when are Å going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free","ham"
"598","500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY ù1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18","spam"
"599","Ok lor...","ham"
"600","Den wat will e schedule b lk on sun?","ham"
"601","What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..","ham"
"602","Beauty sleep can help ur pimples too.","ham"
"603","Ok.","ham"
"604","Nah im goin 2 the wrks with j wot bout u?","ham"
"605","Anytime lor...","ham"
"606","Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx","ham"
"607","Hey i'm bored... So i'm thinking of u... So wat r u doing?","ham"
"608","JADE ITS PAUL. Y DIDN?T U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME","ham"
"609","Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days","spam"
"610","The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.","ham"
"611","Sian... Aft meeting supervisor got work 2 do liao... U working now?","ham"
"612","Nope i'll come online now..","ham"
"613","Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY ù10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&","spam"
"614","Ok no prob","ham"
"615","R we still meeting 4 dinner tonight?","ham"
"616","Ok i juz receive..","ham"
